experiment,variant,seed,target_lf,batch,operations,load_factor,size,avg_lookup_ns,avg_insert_ns,avg_delete_ns,tombstones,avg_probe,max_probe,avg_chain,max_chain,failed_inserts
exp2,LP,42,0.8,26,260000,0.7999992370605469,838860,2145.8245464600623,4579.267115332186,2135.232789441943,57437,0.0,0,0.0,0,0
exp2,LP,42,0.8,27,270000,0.7999992370605469,838860,2251.650032121688,4728.033478992681,2232.0327504227557,59186,0.0,0,0.0,0,0
exp2,LP,42,0.8,28,280000,0.7999992370605469,838860,2184.850338380784,4347.899773468574,2126.066867883007,60908,0.0,0,0.0,0,0
exp2,LP,42,0.8,29,290000,0.7999992370605469,838860,2335.9745100606233,4598.733503371477,2257.366276656588,62572,0.0,0,0.0,0,0
exp2,LP,42,0.8,30,300000,0.7999992370605469,838860,2317.324426257983,4690.0673769414425,2261.1666160325212,64193,0.0,0,0.0,0,0
exp2,LP,42,0.8,31,310000,0.7999992370605469,838860,2413.923939457163,4672.833834774792,2248.733459661404,65830,0.0,0,0.0,0,0
exp2,LP,42,0.8,32,320000,0.7999992370605469,838860,2258.599968627095,4560.233986315628,2275.565988384187,67425,0.0,0,0.0,0,0
exp2,LP,42,0.8,33,330000,0.7999992370605469,838860,2153.0506783165038,4408.333295335373,2221.7995331933103,68987,0.0,0,0.0,0,0
exp2,LP,42,0.8,34,340000,0.7999992370605469,838860,2186.675585107878,4409.5657067373395,2204.8327761391797,70556,0.0,0,0.0,0,0
exp2,LP,42,0.8,35,350000,0.7999992370605469,838860,2274.2250002920628,4423.466045409441,2288.466862713297,72059,0.0,0,0.0,0,0
exp2,LP,42,0.8,36,360000,0.7999992370605469,838860,2287.951036123559,4423.399028989176,2267.6330603038273,73601,0.0,0,0.0,0,0
exp2,LP,42,0.8,37,370000,0.7999992370605469,838860,2253.1001595780253,4508.400180687507,2241.4332488551736,75088,0.0,0,0.0,0,0
exp2,LP,42,0.8,38,380000,0.7999992370605469,838860,2272.674726555124,4468.666234364113,2277.8665491690235,76518,0.0,0,0.0,0,0
exp2,LP,42,0.8,39,390000,0.7999992370605469,838860,2342.223539017141,4401.900611507395,2228.5005931432047,77989,0.0,0,0.0,0,0
exp2,LP,42,0.8,40,400000,0.7999992370605469,838860,2291.9495531823486,4363.232331040005,2305.2329973628125,79444,0.0,0,0.0,0,0
exp2,LP,42,0.8,41,410000,0.7999992370605469,838860,2312.1493286453187,4634.033461722234,2303.26639333119,80832,0.0,0,0.0,0,0
exp2,LP,42,0.8,42,420000,0.7999992370605469,838860,2364.4999600946903,4419.433108220498,2279.199853849908,82231,0.0,0,0.0,0,0
exp2,LP,42,0.8,43,430000,0.7999992370605469,838860,2285.8000884298235,4479.000616508225,2305.4331929112473,83580,0.0,0,0.0,0,0
exp2,LP,42,0.8,44,440000,0.7999992370605469,838860,2296.3253722991794,4447.132969895999,2249.499394868811,84902,0.0,0,0.0,0,0
exp2,LP,42,0.8,45,450000,0.7999992370605469,838860,2344.8996944352984,4143.633491670092,2303.0667410542565,86249,0.0,0,0.0,0,0
exp2,LP,42,0.8,46,460000,0.7999992370605469,838860,2333.324635401368,4329.034476540983,2315.099894379576,87589,0.0,0,0.0,0,0
exp2,LP,42,0.8,47,470000,0.7999992370605469,838860,2254.2746737599373,4073.833775085707,2246.533210078875,88839,0.0,0,0.0,0,0
exp2,LP,42,0.8,48,480000,0.7999992370605469,838860,2379.300072789192,4323.533192897837,2308.167323159675,90073,0.0,0,0.0,0,0
exp2,LP,42,0.8,49,490000,0.7999992370605469,838860,2268.2245762553066,4347.199418892464,2368.367315890888,91346,0.0,0,0.0,0,0
exp2,LP,42,0.8,50,500000,0.7999992370605469,838860,2292.424760526046,4362.600079427162,2270.733898816009,92625,0.0,0,0.0,0,0
exp2,LP,42,0.8,51,510000,0.7999992370605469,838860,2384.475141298026,4630.233161151409,2398.1007980182767,93859,0.0,0,0.0,0,0
exp2,LP,42,0.8,52,520000,0.7999992370605469,838860,2668.4014592319727,4803.39959419022,2729.5993252967796,95109,0.0,0,0.0,0,0
exp2,LP,42,0.8,53,530000,0.7999992370605469,838860,2368.100074818358,4411.099556212624,2380.9676446641483,96296,0.0,0,0.0,0,0
exp2,LP,42,0.8,54,540000,0.7999992370605469,838860,2373.9998578093946,4459.299147129059,2324.4012069577975,97470,0.0,0,0.0,0,0
exp2,LP,42,0.8,55,550000,0.7999992370605469,838860,2401.2005305849016,4294.300451874733,2322.9336754108467,98651,0.0,0,0.0,0,0
exp2,LP,42,0.8,56,560000,0.7999992370605469,838860,2396.551106357947,4456.865795267125,2348.6006151263914,99815,0.0,0,0.0,0,0
exp2,LP,42,0.8,57,570000,0.7999992370605469,838860,2396.3500862009823,4265.899343105653,2380.8339222644763,100956,0.0,0,0.0,0,0
exp2,LP,42,0.8,58,580000,0.7999992370605469,838860,2341.724873986095,4284.766657898824,2453.9669199536247,102115,0.0,0,0.0,0,0
exp2,LP,42,0.8,59,590000,0.7999992370605469,838860,2450.750704156235,4349.733120761812,2399.6325132126613,103284,0.0,0,0.0,0,0
exp2,LP,42,0.8,60,600000,0.7999992370605469,838860,2401.4750961214304,4375.100368633866,2380.06585277617,104358,0.0,0,0.0,0,0
exp2,LP,42,0.8,61,610000,0.7999992370605469,838860,2485.026023350656,4503.598708348969,2395.000153531631,105447,0.0,0,0.0,0,0
exp2,LP,42,0.8,62,620000,0.7999992370605469,838860,2377.799799432978,4486.901025908688,2454.0668431048593,106522,0.0,0,0.0,0,0
exp2,LP,42,0.8,63,630000,0.7999992370605469,838860,2512.700273655355,4447.834488625328,2444.9670066436133,107569,0.0,0,0.0,0,0
exp2,LP,42,0.8,64,640000,0.7999992370605469,838860,2406.3740856945515,4266.066554312904,2403.8008026157813,108601,0.0,0,0.0,0,0
exp2,LP,42,0.8,65,650000,0.7999992370605469,838860,2513.6992626357824,4339.533780391017,2396.633615717292,109661,0.0,0,0.0,0,0
exp2,LP,42,0.8,66,660000,0.7999992370605469,838860,2391.0505406092852,4456.865950487554,2417.633659206331,110705,0.0,0,0.0,0,0
exp2,LP,42,0.8,67,670000,0.7999992370605469,838860,2480.375347658992,4313.700133934617,2319.9652011195817,111734,0.0,0,0.0,0,0
exp2,LP,42,0.8,68,680000,0.7999992370605469,838860,2456.675691064447,4172.09886169682,2430.3338335206113,112686,0.0,0,0.0,0,0
exp2,LP,42,0.8,69,690000,0.7999992370605469,838860,2401.7505638767034,4270.665347576141,2428.9337840552134,113700,0.0,0,0.0,0,0
exp2,LP,42,0.8,70,700000,0.7999992370605469,838860,2484.1494450811297,4278.633122642835,2354.500892882546,114668,0.0,0,0.0,0,0
exp2,LP,42,0.8,71,710000,0.7999992370605469,838860,2602.4748804047704,4398.399226677915,2473.66726398468,115638,0.0,0,0.0,0,0
exp2,LP,42,0.8,72,720000,0.7999992370605469,838860,2469.900355208665,4277.333966456354,2453.8665311411023,116595,0.0,0,0.0,0,0
exp2,LP,42,0.8,73,730000,0.7999992370605469,838860,2502.624673070386,4598.3330734695,2555.6335846583047,117546,0.0,0,0.0,0,0
exp2,LP,42,0.8,74,740000,0.7999992370605469,838860,2473.9248328842223,4303.300947261353,2413.2338585332036,118478,0.0,0,0.0,0,0
exp2,LP,42,0.8,75,750000,0.7999992370605469,838860,2490.799844963476,4202.766809612513,2435.6336410467825,119373,0.0,0,0.0,0,0
exp2,LP,42,0.8,76,760000,0.7999992370605469,838860,2398.2245184015483,4270.933607282737,2466.1006949221096,120286,0.0,0,0.0,0,0
exp2,LP,42,0.8,77,770000,0.7999992370605469,838860,2507.1753771044314,4177.700378932059,2519.466603795687,121177,0.0,0,0.0,0,0
exp2,LP,42,0.8,78,780000,0.7999992370605469,838860,2800.4006308037788,4960.565478540957,2635.5329900979996,122104,0.0,0,0.0,0,0
exp2,LP,42,0.8,79,790000,0.7999992370605469,838860,2581.4991968218237,4532.201138014594,2442.1000853180885,123022,0.0,0,0.0,0,0
exp2,LP,42,0.8,80,800000,0.7999992370605469,838860,2429.650485282764,4165.633154722552,2457.0668271432323,123945,0.0,0,0.0,0,0
exp2,LP,42,0.8,81,810000,0.7999992370605469,838860,2608.4744604304433,4415.867811379333,2517.5323244184256,124804,0.0,0,0.0,0,0
exp2,LP,42,0.8,82,820000,0.7999992370605469,838860,2515.0750298053026,4161.599674262106,2485.267003066838,125632,0.0,0,0.0,0,0
exp2,LP,42,0.8,83,830000,0.7999992370605469,838860,2456.1254831496626,4282.9997061441345,2464.9337865412235,126485,0.0,0,0.0,0,0
exp2,LP,42,0.8,84,840000,0.7999992370605469,838860,2486.150275217369,4540.633177384734,2499.999711290002,127313,0.0,0,0.0,0,0
exp2,LP,42,0.8,85,850000,0.7999992370605469,838860,2553.400583565235,4429.332601527373,2526.6332862277827,128140,0.0,0,0.0,0,0
exp2,LP,42,0.8,86,860000,0.7999992370605469,838860,2496.4501208160073,4218.233826880653,2448.732809474071,128897,0.0,0,0.0,0,0
exp2,LP,42,0.8,87,870000,0.7999992370605469,838860,2443.149220198393,4024.767278072735,2466.1005785067878,129706,0.0,0,0.0,0,0
exp2,LP,42,0.8,88,880000,0.7999992370605469,838860,2535.400417400524,4194.398992694914,2463.7335833782954,130494,0.0,0,0.0,0,0
exp2,LP,42,0.8,89,890000,0.7999992370605469,838860,2523.649629438296,4131.3675077011185,2493.0995035295687,131282,0.0,0,0.0,0,0
exp2,LP,42,0.8,90,900000,0.7999992370605469,838860,2575.400721980259,4418.665737224122,2592.933791068693,132092,0.0,0,0.0,0,0
exp2,LP,42,0.8,91,910000,0.7999992370605469,838860,2657.7740791253746,4287.933969559768,2552.7329416945577,132881,0.0,0,0.0,0,0
exp2,LP,42,0.8,92,920000,0.7999992370605469,838860,2480.5493594612926,4084.5669573172927,2497.43415042758,133650,0.0,0,0.0,0,0
exp2,LP,42,0.8,93,930000,0.7999992370605469,838860,2499.474794603884,4304.033548881611,2438.132845175763,134407,0.0,0,0.0,0,0
exp2,LP,42,0.8,94,940000,0.7999992370605469,838860,2479.1493196971714,4149.534390307963,2445.199022380014,135177,0.0,0,0.0,0,0
exp2,LP,42,0.8,95,950000,0.7999992370605469,838860,2495.174790965393,4140.367149375379,2491.6003070150814,135939,0.0,0,0.0,0,0
exp2,LP,42,0.8,96,960000,0.7999992370605469,838860,2528.9003388024867,4257.866918730239,2564.0657792488732,136672,0.0,0,0.0,0,0
exp2,LP,42,0.8,97,970000,0.7999992370605469,838860,2442.7996249869466,4245.901363901794,2449.0326953430967,137413,0.0,0,0.0,0,0
exp2,LP,42,0.8,98,980000,0.7999992370605469,838860,2520.6251011695713,4106.466076336801,2445.700151535372,138182,0.0,0,0.0,0,0
exp2,LP,42,0.8,99,990000,0.7999992370605469,838860,2622.34965339303,4167.098823624353,2657.267381437123,138905,0.0,0,0.0,0,0
exp2,LP,42,0.8,100,1000000,0.7999992370605469,838860,2488.4006124921143,4011.9323336208863,2466.466006202002,139636,0.0,0,0.0,0,0
